Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1218,CA-2017-001218,01/08/2017,05/08/2017,Second Class,C-00368,Alan Schoenberger,Corporate,United States,Atlanta,Georgia,59825,East,P-STO-111,Office Supplies,Storage,Advantus Super Stacker Drawer,153.73,1,0.4,-106.03
1219,CA-2015-001219,24/02/2015,02/03/2015,Standard Class,C-00370,Alejandro Grove,Home Office,United States,Columbus,Ohio,70367,East,P-APP-048,Office Supplies,Appliances,Hoover Stove,249.51,1,0.5,-175.73
1220,CA-2017-001220,05/07/2017,10/07/2017,Standard Class,C-00690,Alyssa Tate,Corporate,United States,Wichita,Kansas,46743,Central,P-TAB-032,Furniture,Tables,Harbour Creations 66,1971.56,4,0.0,-104.47
1221,CA-2017-001221,18/02/2017,24/02/2017,Standard Class,C-00525,Arthur Prichep,Corporate,United States,Virginia Beach,Virginia,44646,East,P-LAB-096,Office Supplies,Labels,Avery File Folder Labels,217.56,7,0.3,-78.38
1222,CA-2016-001222,19/01/2016,23/01/2016,Standard Class,C-00799,Barry Weirich,Consumer,United States,Rochester,New York,28551,East,P-BOO-003,Furniture,Bookcases,Lorell Vertical 5-Shelf,509.13,3,0.0,6.36
1223,CA-2015-001223,06/11/2015,12/11/2015,Standard Class,C-00351,Beth Thompson,Home Office,United States,Buffalo,New York,32502,East,P-BOO-004,Furniture,Bookcases,Bush Somerset Bookcase,8609.36,8,0.1,-1767.16
1224,CA-2016-001224,14/02/2016,20/02/2016,Standard Class,C-00092,Adam Hart,Corporate,United States,Atlanta,Georgia,31091,East,P-APP-045,Office Supplies,Appliances,Acco Heavy Duty Stapler,33.56,1,0.0,4.42
1225,CA-2015-001225,06/01/2015,07/01/2015,First Class,C-00576,Beth Thompson,Corporate,United States,Milwaukee,Wisconsin,21988,Central,P-PAP-102,Office Supplies,Paper,Hammermill Premium Copy Paper,981.55,5,0.0,169.0
1226,CA-2017-001226,02/03/2017,06/03/2017,Standard Class,C-00438,Barbara Frey,Home Office,United States,San Diego,California,39807,West,P-ACC-138,Technology,Accessories,Logitech Wireless Mouse,1626.92,4,0.0,222.29
1227,CA-2016-001227,10/05/2016,15/05/2016,Standard Class,C-00005,Alan Barnes,Corporate,United States,New Orleans,Louisiana,76083,South,P-STO-120,Office Supplies,Storage,Advantus Super Stacker Drawer,1284.04,4,0.0,94.82
1228,CA-2015-001228,04/07/2015,08/07/2015,Standard Class,C-00569,Anthony OBrien,Corporate,United States,Jacksonville,Florida,55169,East,P-BOO-003,Furniture,Bookcases,Lorell Vertical 5-Shelf,6931.62,6,0.0,-588.61
1229,CA-2017-001229,03/10/2017,09/10/2017,Standard Class,C-00145,Alejandro Grove,Consumer,United States,Fayetteville,Arkansas,80571,South,P-FAS-082,Office Supplies,Fasteners,OIC Binder Clips,6.44,2,0.0,0.7
1230,CA-2015-001230,26/11/2015,29/11/2015,Second Class,C-00626,Brenda Bowman,Corporate,United States,Atlanta,Georgia,19007,East,P-ART-058,Office Supplies,Art,Dixon Ticonderoga Pencils,167.04,6,0.0,22.31
1231,CA-2017-001231,14/12/2017,21/12/2017,Standard Class,C-00346,Arthur Wiediger,Home Office,United States,Fayetteville,Arkansas,79460,South,P-BIN-061,Office Supplies,Binders,Ibico Presentation Ring Binder,539.56,4,0.8,-773.6
1232,CA-2015-001232,30/04/2015,30/04/2015,Same Day,C-00258,Barbara Frey,Consumer,United States,Oklahoma City,Oklahoma,81717,South,P-SUP-125,Office Supplies,Supplies,Dixon Ticonderoga Pencil Sharpener,87.12,1,0.3,-55.25
1233,CA-2016-001233,03/06/2016,10/06/2016,Standard Class,C-00055,Alejandro Grove,Corporate,United States,Richmond,Virginia,16569,East,P-MAC-157,Technology,Machines,Sharp MX-M264N,3525.32,4,0.0,190.44
1234,CA-2016-001234,24/10/2016,28/10/2016,Standard Class,C-00010,Alejandro Grove,Consumer,United States,Raleigh,North Carolina,52539,East,P-BIN-062,Office Supplies,Binders,GBC Binding Machine,266.96,1,0.1,-25.76
1235,CA-2015-001235,31/05/2015,07/06/2015,Standard Class,C-00474,Ann Chong,Consumer,United States,Minneapolis,Minnesota,88777,Central,P-SUP-121,Office Supplies,Supplies,Dixon Ticonderoga Pencil Sharpener,101.3,5,0.1,-19.63
1236,CA-2017-001236,01/10/2017,02/10/2017,First Class,C-00416,Alex Avila,Consumer,United States,Detroit,Michigan,51304,Central,P-BIN-065,Office Supplies,Binders,Cardinal Easy-Open Binder,443.92,8,0.0,-1.41
1237,CA-2017-001237,04/02/2017,09/02/2017,Standard Class,C-00580,Brad Thomas,Corporate,United States,New York City,New York,30697,East,P-PAP-107,Office Supplies,Paper,Hammermill Premium Copy Paper,363.54,2,0.0,62.38
1238,CA-2014-001238,31/05/2014,01/06/2014,First Class,C-00703,Anthony Johnson,Home Office,United States,Grand Rapids,Michigan,93062,Central,P-MAC-160,Technology,Machines,Sharp MX-M264N,19242.15,5,0.0,502.06
1239,CA-2017-001239,27/10/2017,31/10/2017,Standard Class,C-00475,Anna Andreadi,Consumer,United States,Buffalo,New York,87317,East,P-CHA-016,Furniture,Chairs,HON 5400 Task Chair,2950.5,2,0.0,26.4
1240,CA-2014-001240,02/06/2014,04/06/2014,First Class,C-00222,Brendan Dodson,Corporate,United States,Louisville,Kentucky,36642,South,P-BOO-010,Furniture,Bookcases,Sauder 5-Shelf Bookcase,600.68,4,0.0,-29.25
1241,CA-2017-001241,11/12/2017,12/12/2017,First Class,C-00292,Andy Reiter,Corporate,United States,Colorado Springs,Colorado,92163,West,P-BOO-010,Furniture,Bookcases,Sauder 5-Shelf Bookcase,2311.66,2,0.0,-95.8
1242,CA-2015-001242,02/02/2015,09/02/2015,Standard Class,C-00250,Anna Andreadi,Consumer,United States,Knoxville,Tennessee,54625,South,P-ART-053,Office Supplies,Art,Fiskars Scissors,232.92,4,0.0,26.19
1243,CA-2017-001243,02/07/2017,04/07/2017,Second Class,C-00408,Adrian Barton,Consumer,United States,Miami,Florida,19658,East,P-MAC-159,Technology,Machines,Sharp MX-M264N,14942.91,3,0.0,-173.49
1244,CA-2016-001244,12/12/2016,13/12/2016,First Class,C-00129,Bob Takahito,Home Office,United States,Chicago,Illinois,84747,Central,P-LAB-095,Office Supplies,Labels,Avery File Folder Labels,6.66,3,0.0,1.73
1245,CA-2014-001245,13/04/2014,18/04/2014,Standard Class,C-00161,Anna Gayman,Consumer,United States,New York City,New York,31060,East,P-FAS-086,Office Supplies,Fasteners,OIC Binder Clips,45.04,1,0.0,4.86
1246,CA-2017-001246,05/10/2017,10/10/2017,Standard Class,C-00551,Alex Avila,Corporate,United States,Denver,Colorado,92278,West,P-BIN-063,Office Supplies,Binders,Cardinal Easy-Open Binder,651.07,7,0.8,-873.53
1247,CA-2015-001247,18/09/2015,25/09/2015,Standard Class,C-00033,Barbara Frey,Corporate,United States,Savannah,Georgia,98705,East,P-COP-141,Technology,Copiers,Hewlett Packard LaserJet 3310,6418.98,2,0.0,2737.32
1248,CA-2015-001248,31/10/2015,31/10/2015,Same Day,C-00120,Arthur Prichep,Consumer,United States,Reno,Nevada,38828,West,P-ENV-073,Office Supplies,Envelopes,Poly String-Tie Envelopes,293.92,8,0.0,39.32
1249,CA-2017-001249,10/11/2017,14/11/2017,Standard Class,C-00557,Amy Hunt,Consumer,United States,Orlando,Florida,21498,East,P-FAS-083,Office Supplies,Fasteners,Acme Staple Remover,86.24,7,0.0,13.48
1250,CA-2016-001250,15/02/2016,15/02/2016,Same Day,C-00184,Aimee Bixby,Consumer,United States,Wichita,Kansas,69975,Central,P-TAB-036,Furniture,Tables,Chromcraft Rectangular Conference Table,1450.83,1,0.0,-222.01
1251,CA-2015-001251,31/07/2015,05/08/2015,Standard Class,C-00118,Anthony Johnson,Corporate,United States,Portland,Oregon,39576,West,P-ART-059,Office Supplies,Art,Fiskars Scissors,76.4,8,0.0,8.05
1252,CA-2016-001252,17/11/2016,23/11/2016,Standard Class,C-00128,Bill Eplett,Home Office,United States,Virginia Beach,Virginia,99967,East,P-CHA-016,Furniture,Chairs,HON 5400 Task Chair,2207.56,4,0.0,193.72
1253,CA-2016-001253,02/01/2016,05/01/2016,Second Class,C-00321,Alan Haines,Home Office,United States,Richmond,Virginia,31951,East,P-CHA-012,Furniture,Chairs,Bretford Rectangular Table,4147.14,3,0.0,292.15
1254,CA-2017-001254,19/08/2017,24/08/2017,Standard Class,C-00717,Brendan Dodson,Consumer,United States,Philadelphia,Pennsylvania,81760,East,P-BIN-067,Office Supplies,Binders,Cardinal Easy-Open Binder,482.62,2,0.0,42.66
1255,CA-2017-001255,01/07/2017,06/07/2017,Standard Class,C-00319,Aimee Bixby,Consumer,United States,Nashville,Tennessee,77359,South,P-ACC-133,Technology,Accessories,Logitech Wireless Mouse,1245.48,4,0.0,200.34
1256,CA-2015-001256,21/12/2015,26/12/2015,Standard Class,C-00235,Alejandro Grove,Consumer,United States,Seattle,Washington,43025,West,P-STO-112,Office Supplies,Storage,Advantus Super Stacker Drawer,2594.06,7,0.0,306.9
1257,CA-2017-001257,24/10/2017,28/10/2017,Standard Class,C-00068,Angel Whelply,Consumer,United States,Cincinnati,Ohio,88963,East,P-SUP-124,Office Supplies,Supplies,Dixon Ticonderoga Pencil Sharpener,1565.64,12,0.8,-2361.12
1258,CA-2015-001258,23/12/2015,24/12/2015,First Class,C-00713,Bill Eplett,Home Office,United States,Phoenix,Arizona,27115,West,P-COP-148,Technology,Copiers,Hewlett Packard LaserJet 3310,2425.71,1,0.0,938.52
1259,CA-2015-001259,22/03/2015,22/03/2015,Same Day,C-00778,Alex Ruiz,Home Office,United States,Sacramento,California,53970,West,P-FAS-081,Office Supplies,Fasteners,Acco Push Pins,107.28,6,0.0,12.56
1260,CA-2014-001260,01/02/2014,05/02/2014,Second Class,C-00451,Adam Bellavance,Home Office,United States,Cleveland,Ohio,86619,East,P-BOO-002,Furniture,Bookcases,Bush Somerset Bookcase,993.1,5,0.0,-115.86
1261,CA-2016-001261,07/12/2016,11/12/2016,Standard Class,C-00761,Brenda Bowman,Corporate,United States,Eugene,Oregon,89707,West,P-FUR-021,Furniture,Furnishings,Tensor Halogen Desk Lamp,789.81,7,0.0,100.79
1262,CA-2017-001262,04/04/2017,08/04/2017,Standard Class,C-00283,Alex Ruiz,Corporate,United States,Reno,Nevada,31260,West,P-CHA-013,Furniture,Chairs,HON 5400 Task Chair,1583.08,2,0.0,-51.19
1263,CA-2015-001263,05/06/2015,12/06/2015,Standard Class,C-00378,Amy Zwaska,Consumer,United States,Gulfport,Mississippi,70359,South,P-PHO-161,Technology,Phones,Cisco SPA 501G,743.24,1,0.0,126.9
1264,CA-2017-001264,07/06/2017,11/06/2017,Second Class,C-00798,Barbara Frey,Home Office,United States,Grand Rapids,Michigan,95986,Central,P-ART-051,Office Supplies,Art,Dixon Ticonderoga Pencils,388.55,5,0.0,30.72
1265,CA-2014-001265,05/03/2014,09/03/2014,Standard Class,C-00353,Bill Eplett,Home Office,United States,Provo,Utah,31925,West,P-APP-048,Office Supplies,Appliances,Fellowes PB500 Binding Machine,884.62,11,0.0,166.92
1266,CA-2015-001266,04/10/2015,08/10/2015,Second Class,C-00421,Amy Cox,Consumer,United States,Madison,Wisconsin,95792,Central,P-ACC-139,Technology,Accessories,Plantronics Voyager,3217.5,10,0.0,684.76
1267,CA-2016-001267,30/10/2016,31/10/2016,First Class,C-00505,Alejandro Grove,Consumer,United States,Oklahoma City,Oklahoma,91628,South,P-ENV-077,Office Supplies,Envelopes,Poly String-Tie Envelopes,270.04,4,0.0,29.03
1268,CA-2017-001268,12/03/2017,15/03/2017,Second Class,C-00226,Adam Bellavance,Corporate,United States,Portland,Oregon,27560,West,P-STO-115,Office Supplies,Storage,Advantus Super Stacker Drawer,434.68,2,0.2,-142.55
1269,CA-2016-001269,12/07/2016,12/07/2016,Same Day,C-00036,Beth Thompson,Corporate,United States,Chicago,Illinois,20313,Central,P-ACC-136,Technology,Accessories,Plantronics Voyager,573.6,3,0.0,92.69
1270,CA-2016-001270,26/12/2016,26/12/2016,Same Day,C-00707,Ashley Common,Corporate,United States,Cleveland,Ohio,53361,East,P-COP-148,Technology,Copiers,Hewlett Packard LaserJet 3310,11395.68,2,0.0,3698.83
1271,CA-2017-001271,07/02/2017,08/02/2017,First Class,C-00380,Andrew Gjertsen,Home Office,United States,Tampa,Florida,61514,East,P-SUP-127,Office Supplies,Supplies,Hoover Commercial ShieldGuard Vacuum,50.04,2,0.0,1.42
1272,CA-2014-001272,25/06/2014,30/06/2014,Standard Class,C-00549,Alejandro Ballard,Corporate,United States,Austin,Texas,91045,Central,P-PAP-105,Office Supplies,Paper,Hammermill Premium Copy Paper,612.0,9,0.0,80.29
1273,CA-2016-001273,05/12/2016,09/12/2016,Standard Class,C-00407,Adam Hart,Consumer,United States,Las Vegas,Nevada,24790,West,P-CHA-014,Furniture,Chairs,HON 5400 Task Chair,1371.87,3,0.0,194.92
1274,CA-2015-001274,06/11/2015,06/11/2015,Same Day,C-00293,Angel Whelply,Corporate,United States,Provo,Utah,95283,West,P-TAB-039,Furniture,Tables,Harbour Creations 66,1483.6,2,0.8,-2262.01
1275,CA-2014-001275,29/12/2014,02/01/2015,Standard Class,C-00058,Alex Ruiz,Corporate,United States,Virginia Beach,Virginia,96217,East,P-SUP-128,Office Supplies,Supplies,Dixon Ticonderoga Pencil Sharpener,416.72,4,0.0,-3.03
1276,CA-2014-001276,09/12/2014,14/12/2014,Standard Class,C-00172,Bill Donatelli,Corporate,United States,Los Angeles,California,58281,West,P-BOO-009,Furniture,Bookcases,O`Sullivan 5-Shelf,5489.22,11,0.2,-2227.46
1277,CA-2016-001277,02/10/2016,07/10/2016,Standard Class,C-00444,Bob Takahito,Home Office,United States,Tulsa,Oklahoma,44047,South,P-APP-045,Office Supplies,Appliances,Acco Heavy Duty Stapler,396.41,1,0.0,30.31
1278,CA-2017-001278,05/07/2017,12/07/2017,Standard Class,C-00693,Amy Zwaska,Corporate,United States,Colorado Springs,Colorado,54752,West,P-STO-113,Office Supplies,Storage,Rubbermaid CloseUp,827.91,3,0.1,-56.53
1279,CA-2017-001279,03/12/2017,09/12/2017,Standard Class,C-00115,Anna Andreadi,Home Office,United States,Los Angeles,California,92483,West,P-SUP-126,Office Supplies,Supplies,Dixon Ticonderoga Pencil Sharpener,215.52,3,0.0,-6.18
1280,CA-2014-001280,11/05/2014,16/05/2014,Standard Class,C-00038,Bill Eplett,Corporate,United States,Tacoma,Washington,99445,West,P-FAS-083,Office Supplies,Fasteners,Acme Staple Remover,6.88,1,0.0,0.7
1281,CA-2017-001281,06/08/2017,07/08/2017,First Class,C-00588,Adrian Barton,Corporate,United States,Dallas,Texas,62166,Central,P-BIN-069,Office Supplies,Binders,Cardinal Easy-Open Binder,112.11,3,0.8,-149.86
1282,CA-2016-001282,16/09/2016,18/09/2016,First Class,C-00158,Angel Whelply,Corporate,United States,Virginia Beach,Virginia,13511,East,P-ENV-080,Office Supplies,Envelopes,Poly String-Tie Envelopes,51.42,3,0.0,9.76
1283,CA-2017-001283,08/11/2017,10/11/2017,Second Class,C-00676,Adam Bellavance,Corporate,United States,Chicago,Illinois,32148,Central,P-MAC-153,Technology,Machines,Lexmark MX611dhe,17915.0,4,0.0,1675.03
1284,CA-2015-001284,17/07/2015,21/07/2015,Standard Class,C-00295,Anna Andreadi,Corporate,United States,Virginia Beach,Virginia,56404,East,P-COP-144,Technology,Copiers,Canon PC1060 Copier,2976.39,1,0.4,-931.71
1285,CA-2017-001285,02/03/2017,09/03/2017,Standard Class,C-00047,Adam Hart,Consumer,United States,Richmond,Virginia,25832,East,P-APP-049,Office Supplies,Appliances,Fellowes PB500 Binding Machine,303.21,3,0.0,35.95
1286,CA-2017-001286,30/09/2017,03/10/2017,Second Class,C-00567,Anne Pryor,Consumer,United States,Denver,Colorado,21749,West,P-BIN-068,Office Supplies,Binders,Cardinal Easy-Open Binder,321.42,2,0.0,26.23
1287,CA-2017-001287,23/12/2017,23/12/2017,Same Day,C-00206,Anna Gayman,Consumer,United States,Tampa,Florida,27173,East,P-ART-053,Office Supplies,Art,Fiskars Scissors,858.33,9,0.0,139.33
1288,CA-2016-001288,24/10/2016,29/10/2016,Standard Class,C-00650,Andrew Gjertsen,Consumer,United States,Colorado Springs,Colorado,43260,West,P-LAB-093,Office Supplies,Labels,Avery File Folder Labels,159.3,10,0.0,34.65
1289,CA-2014-001289,27/06/2014,29/06/2014,First Class,C-00387,Anne Pryor,Consumer,United States,Colorado Springs,Colorado,37664,West,P-MAC-156,Technology,Machines,Lexmark MX611dhe,8672.04,2,0.0,-395.89
1290,CA-2014-001290,16/04/2014,18/04/2014,Second Class,C-00118,Anthony Johnson,Corporate,United States,Cleveland,Ohio,99610,East,P-TAB-038,Furniture,Tables,Chromcraft Rectangular Conference Table,17421.9,10,0.0,-1794.37
1291,CA-2017-001291,22/03/2017,28/03/2017,Standard Class,C-00669,Bob Takahito,Corporate,United States,Philadelphia,Pennsylvania,96506,East,P-SUP-122,Office Supplies,Supplies,Dixon Ticonderoga Pencil Sharpener,272.3,2,0.0,-15.93
1292,CA-2014-001292,19/05/2014,24/05/2014,Standard Class,C-00485,Benjamin Farhat,Home Office,United States,Minneapolis,Minnesota,51134,Central,P-BOO-005,Furniture,Bookcases,O`Sullivan 5-Shelf,5652.3,5,0.3,-3008.29
1293,CA-2014-001293,03/12/2014,10/12/2014,Standard Class,C-00738,Amy Zwaska,Consumer,United States,San Diego,California,53246,West,P-ACC-137,Technology,Accessories,Kensington USB/PS2 Keyb,600.58,2,0.0,106.66
1294,CA-2017-001294,06/01/2017,11/01/2017,Standard Class,C-00561,Andrew Roberts,Consumer,United States,Orlando,Florida,17890,East,P-APP-048,Office Supplies,Appliances,Fellowes PB500 Binding Machine,410.0,1,0.0,64.86
1295,CA-2017-001295,25/09/2017,29/09/2017,Second Class,C-00509,Allen Armold,Consumer,United States,Salt Lake City,Utah,29617,West,P-STO-115,Office Supplies,Storage,Rubbermaid CloseUp,669.52,4,0.0,58.74
1296,CA-2016-001296,08/12/2016,13/12/2016,Standard Class,C-00416,Alex Avila,Consumer,United States,Colorado Springs,Colorado,38261,West,P-PHO-162,Technology,Phones,Samsung Galaxy S6,1448.75,5,0.0,366.22
1297,CA-2016-001297,08/07/2016,09/07/2016,First Class,C-00029,Anthony OBrien,Home Office,United States,Cincinnati,Ohio,85599,East,P-BOO-009,Furniture,Bookcases,O`Sullivan 5-Shelf,5673.9,5,0.0,129.19
1298,CA-2017-001298,07/05/2017,13/05/2017,Standard Class,C-00716,Brenda Bowman,Consumer,United States,Chicago,Illinois,88986,Central,P-COP-142,Technology,Copiers,Oki B840 Mono Printer,1335.63,1,0.1,255.9
1299,CA-2015-001299,21/05/2015,27/05/2015,Standard Class,C-00601,Amy Cox,Consumer,United States,Phoenix,Arizona,55757,West,P-TAB-038,Furniture,Tables,Chromcraft Rectangular Conference Table,5319.45,5,0.3,-3352.61
1300,CA-2016-001300,19/09/2016,25/09/2016,Standard Class,C-00575,Benjamin Farhat,Consumer,United States,Cleveland,Ohio,81402,East,P-BIN-067,Office Supplies,Binders,Ibico Presentation Ring Binder,265.56,1,0.0,30.66
1301,CA-2014-001301,11/04/2014,14/04/2014,Second Class,C-00395,Benjamin Farhat,Consumer,United States,Jackson,Mississippi,43676,South,P-FUR-026,Furniture,Furnishings,Eldon Expressions Desk,350.72,4,0.0,19.4
1302,CA-2014-001302,21/09/2014,28/09/2014,Standard Class,C-00279,Alejandro Ballard,Consumer,United States,Charlotte,North Carolina,70870,East,P-COP-148,Technology,Copiers,Canon PC1060 Copier,3139.24,2,0.0,1034.43
1303,CA-2014-001303,14/03/2014,17/03/2014,Second Class,C-00608,Angel Whelply,Corporate,United States,New York City,New York,58235,East,P-PAP-106,Office Supplies,Paper,Xerox 1967,824.72,13,0.0,143.52
1304,CA-2017-001304,14/07/2017,20/07/2017,Standard Class,C-00629,Bruce Sherwood,Consumer,United States,Colorado Springs,Colorado,90179,West,P-PAP-107,Office Supplies,Paper,Avery Multipurpose Copy Paper,1215.84,8,0.0,280.72
1305,CA-2015-001305,19/12/2015,24/12/2015,Standard Class,C-00300,Arthur Prichep,Home Office,United States,Grand Rapids,Michigan,19567,Central,P-LAB-095,Office Supplies,Labels,Avery Address Labels,670.4,10,0.0,122.54
1306,CA-2016-001306,22/10/2016,24/10/2016,Second Class,C-00593,Alan Schoenberger,Consumer,United States,Pittsburgh,Pennsylvania,63728,East,P-ART-055,Office Supplies,Art,Fiskars Scissors,17.17,1,0.0,1.62
1307,CA-2017-001307,29/09/2017,05/10/2017,Standard Class,C-00431,Anna Gayman,Consumer,United States,Provo,Utah,38642,West,P-ART-060,Office Supplies,Art,Sanford Liquid Highlighter,12.68,1,0.0,2.16
1308,CA-2017-001308,10/07/2017,12/07/2017,First Class,C-00779,Allen Armold,Consumer,United States,Philadelphia,Pennsylvania,32719,East,P-ART-052,Office Supplies,Art,Dixon Ticonderoga Pencils,86.76,4,0.0,5.15
1309,CA-2014-001309,19/05/2014,25/05/2014,Standard Class,C-00380,Andrew Gjertsen,Home Office,United States,Orlando,Florida,26470,East,P-STO-111,Office Supplies,Storage,Rubbermaid CloseUp,158.79,1,0.0,8.35
1310,CA-2014-001310,24/03/2014,26/03/2014,First Class,C-00229,Aimee Bixby,Consumer,United States,Miami,Florida,28538,East,P-SUP-126,Office Supplies,Supplies,Dixon Ticonderoga Pencil Sharpener,1211.77,7,0.0,-43.7
1311,CA-2016-001311,26/07/2016,31/07/2016,Standard Class,C-00610,Anna Andreadi,Consumer,United States,Cincinnati,Ohio,54221,East,P-ART-058,Office Supplies,Art,Fiskars Scissors,189.22,2,0.0,36.43
1312,CA-2014-001312,18/04/2014,22/04/2014,Standard Class,C-00306,Beth Thompson,Consumer,United States,Provo,Utah,61976,West,P-ART-057,Office Supplies,Art,Fiskars Scissors,177.7,2,0.0,16.65
1313,CA-2015-001313,09/05/2015,13/05/2015,Standard Class,C-00418,Alex Ruiz,Consumer,United States,Salt Lake City,Utah,14389,West,P-CHA-014,Furniture,Chairs,Global Upholstery Side Chair,213.16,2,0.0,19.53
1314,CA-2016-001314,31/12/2016,04/01/2017,Second Class,C-00594,Alejandro Ballard,Corporate,United States,Savannah,Georgia,80814,East,P-PAP-101,Office Supplies,Paper,Xerox 1967,143.03,1,0.0,27.73
1315,CA-2016-001315,29/08/2016,05/09/2016,Standard Class,C-00391,Arthur Wiediger,Home Office,United States,Dallas,Texas,95697,Central,P-PAP-102,Office Supplies,Paper,Hammermill Premium Copy Paper,789.32,14,0.0,120.44
1316,CA-2014-001316,31/08/2014,07/09/2014,Standard Class,C-00327,Alex Grayson,Consumer,United States,Spokane,Washington,58052,West,P-ENV-071,Office Supplies,Envelopes,Poly String-Tie Envelopes,111.42,3,0.0,19.03
1317,CA-2016-001317,05/04/2016,11/04/2016,Standard Class,C-00772,Alan Hwang,Consumer,United States,Little Rock,Arkansas,36350,South,P-SUP-123,Office Supplies,Supplies,Dixon Ticonderoga Pencil Sharpener,1207.36,14,0.1,-267.76
1318,CA-2014-001318,22/10/2014,24/10/2014,First Class,C-00236,Alex Avila,Consumer,United States,Tacoma,Washington,63515,West,P-APP-048,Office Supplies,Appliances,Hoover Stove,1667.12,7,0.0,198.18
1319,CA-2014-001319,07/09/2014,12/09/2014,Standard Class,C-00438,Barbara Frey,Home Office,United States,Reno,Nevada,51312,West,P-ENV-074,Office Supplies,Envelopes,Poly String-Tie Envelopes,457.35,5,0.0,44.3
1320,CA-2017-001320,05/12/2017,11/12/2017,Standard Class,C-00265,Brad Thomas,Home Office,United States,Chicago,Illinois,13806,Central,P-PHO-164,Technology,Phones,Motorola Moto G,9331.5,10,0.0,1895.22
1321,CA-2017-001321,05/10/2017,11/10/2017,Standard Class,C-00760,Brad Thomas,Consumer,United States,Milwaukee,Wisconsin,21910,Central,P-FUR-028,Furniture,Furnishings,Tensor Halogen Desk Lamp,229.67,7,0.0,36.87
1322,CA-2016-001322,27/08/2016,31/08/2016,Standard Class,C-00266,Brenda Bowman,Corporate,United States,Saint Louis,Missouri,23315,Central,P-STO-118,Office Supplies,Storage,Smead Hanging File Folders,1768.9,7,0.0,98.11
1323,CA-2016-001323,05/12/2016,07/12/2016,First Class,C-00188,Alan Schoenberger,Consumer,United States,Montgomery,Alabama,57154,South,P-ENV-079,Office Supplies,Envelopes,Poly String-Tie Envelopes,129.5,2,0.0,13.68
1324,CA-2015-001324,23/08/2015,28/08/2015,Standard Class,C-00066,Andrew Roberts,Corporate,United States,Portland,Oregon,86668,West,P-APP-046,Office Supplies,Appliances,Hoover Stove,1709.64,3,0.0,125.74
1325,CA-2014-001325,17/01/2014,21/01/2014,Standard Class,C-00463,Alex Ruiz,Consumer,United States,New York City,New York,23071,East,P-TAB-033,Furniture,Tables,Bevis Round Table,1248.54,2,0.0,-212.12
1326,CA-2017-001326,16/11/2017,20/11/2017,Standard Class,C-00426,Andrew Roberts,Consumer,United States,Wichita,Kansas,97767,Central,P-ART-052,Office Supplies,Art,Dixon Ticonderoga Pencils,723.6,9,0.0,83.13
1327,CA-2015-001327,25/11/2015,29/11/2015,Standard Class,C-00361,Adam Bellavance,Corporate,United States,Colorado Springs,Colorado,56525,West,P-PAP-103,Office Supplies,Paper,Hammermill Premium Copy Paper,38.67,1,0.0,7.87
1328,CA-2014-001328,10/06/2014,14/06/2014,Standard Class,C-00398,Bill Eplett,Corporate,United States,Chicago,Illinois,83080,Central,P-CHA-018,Furniture,Chairs,Global Upholstery Side Chair,1840.41,3,0.0,157.98
1329,CA-2017-001329,07/11/2017,07/11/2017,Same Day,C-00267,Brendan Dodson,Corporate,United States,Savannah,Georgia,35212,East,P-CHA-014,Furniture,Chairs,HON 5400 Task Chair,4071.2,8,0.0,271.41
1330,CA-2014-001330,26/07/2014,01/08/2014,Standard Class,C-00313,Brian Moss,Consumer,United States,Raleigh,North Carolina,76659,East,P-CHA-020,Furniture,Chairs,Safco Executive Chair,2855.01,3,0.0,221.06
1331,CA-2015-001331,06/10/2015,11/10/2015,Standard Class,C-00358,Brian Moss,Consumer,United States,Tucson,Arizona,34833,West,P-LAB-098,Office Supplies,Labels,Avery File Folder Labels,115.84,8,0.0,27.8
1332,CA-2017-001332,12/03/2017,16/03/2017,Standard Class,C-00425,Andrew Gjertsen,Consumer,United States,Tacoma,Washington,75274,West,P-APP-048,Office Supplies,Appliances,Hoover Stove,2147.76,8,0.0,407.88
1333,CA-2014-001333,03/05/2014,10/05/2014,Standard Class,C-00086,Brenda Bowman,Consumer,United States,Denver,Colorado,13640,West,P-BOO-006,Furniture,Bookcases,Bush Somerset Bookcase,340.2,1,0.7,-429.47
1334,CA-2017-001334,14/03/2017,20/03/2017,Standard Class,C-00718,Brian Moss,Consumer,United States,Pittsburgh,Pennsylvania,42029,East,P-PAP-108,Office Supplies,Paper,Hammermill Premium Copy Paper,1345.0,10,0.3,-402.76
1335,CA-2016-001335,07/06/2016,11/06/2016,Standard Class,C-00078,Barbara Frey,Consumer,United States,Cincinnati,Ohio,77419,East,P-ART-051,Office Supplies,Art,Sanford Liquid Highlighter,98.52,4,0.0,14.41
1336,CA-2014-001336,04/11/2014,04/11/2014,Same Day,C-00045,Aaron Bergman,Consumer,United States,Denver,Colorado,30582,West,P-COP-142,Technology,Copiers,Oki B840 Mono Printer,9516.06,2,0.0,2936.08
1337,CA-2016-001337,13/08/2016,17/08/2016,Standard Class,C-00679,Aimee Bixby,Consumer,United States,Montgomery,Alabama,80559,South,P-MAC-153,Technology,Machines,Sharp MX-M264N,2438.04,4,0.0,100.94
